uniprot_id,entry_name,protein,gene_name,organism,length,gene_names_(ordered_locus),gene_name_short,pathway,gene_ontology_ids,subcellular_location_[cc],interacts_with,locus
P72756,P72756_SYNY3,Sll1033 protein,sll1033,Synechocystis sp. (strain PCC 6803 / Kazusa),668,sll1033,NA,NA,GO:0004722; GO:0006470; GO:0046872,NA,NA,sll1033
P72762,P72762_SYNY3,NADH-glutamate synthase small subunit,gltD,Synechocystis sp. (strain PCC 6803 / Kazusa),494,NA,gltD,PATHWAY: Amino-acid biosynthesis. {ECO:0000256|ARBA:ARBA00029440}.,GO:0006537; GO:0016639; GO:0051536,NA,NA,sll1027
P72763,P72763_SYNY3,Erythroid ankyrin,ank,Synechocystis sp. (strain PCC 6803 / Kazusa),441,NA,ank,NA,NA,NA,NA,slr1109
P72764,P72764_SYNY3,Slr1110 protein,slr1110,Synechocystis sp. (strain PCC 6803 / Kazusa),192,slr1110,NA,NA,GO:0003723,NA,NA,slr1110
P72765,P72765_SYNY3,Slr1772 protein,slr1772,Synechocystis sp. (strain PCC 6803 / Kazusa),377,slr1772,NA,NA,GO:0016021; GO:0016787; GO:0030288,NA,NA,slr1772
P72766,P72766_SYNY3,Sll1686 protein,sll1686,Synechocystis sp. (strain PCC 6803 / Kazusa),488,sll1686,NA,NA,NA,NA,NA,sll1686
P72767,P72767_SYNY3,Ssr2972 protein,ssr2972,Synechocystis sp. (strain PCC 6803 / Kazusa),56,ssr2972,NA,NA,NA,NA,NA,ssr2972
P72768,P72768_SYNY3,Slr1773 protein,slr1773,Synechocystis sp. (strain PCC 6803 / Kazusa),258,slr1773,NA,NA,NA,NA,NA,slr1773
P72769,P72769_SYNY3,Slr1774 protein,slr1774,Synechocystis sp. (strain PCC 6803 / Kazusa),289,slr1774,NA,NA,NA,NA,NA,slr1774
P72770,P72770_SYNY3,High affinity sulfate transporter,slr1776,Synechocystis sp. (strain PCC 6803 / Kazusa),566,slr1776,NA,NA,GO:0005887; GO:0008271,"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362052}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362052}.",NA,slr1776
P72773,P72773_SYNY3,Slr1778 protein,slr1778,Synechocystis sp. (strain PCC 6803 / Kazusa),177,slr1778,NA,NA,NA,NA,NA,slr1778
P72774,P72774_SYNY3,Lysine decarboxylase,cad,Synechocystis sp. (strain PCC 6803 / Kazusa),483,NA,cad,NA,GO:0003824,NA,NA,sll1683
P72777,YC54L_SYNY3,Ycf54-like protein,slr1780,Synechocystis sp. (strain PCC 6803 / Kazusa),133,slr1780,NA,NA,NA,NA,NA,slr1780
P72778,P72778_SYNY3,Sll1681 protein,sll1681,Synechocystis sp. (strain PCC 6803 / Kazusa),507,sll1681,NA,NA,GO:0005737; GO:0016021,NA,NA,sll1681
P72779,P72779_SYNY3,Peptide-methionine (R)-S-oxide reductase (EC 1.8.4.12),sll1680,Synechocystis sp. (strain PCC 6803 / Kazusa),176,sll1680,NA,NA,GO:0033743,NA,NA,sll1680
P72782,P72782_SYNY3,Biliverdin reductase,bvdR,Synechocystis sp. (strain PCC 6803 / Kazusa),328,NA,bvdR,NA,GO:0000166,NA,NA,slr1784
P72783,P72783_SYNY3,Spore maturation protein A,sll1678,Synechocystis sp. (strain PCC 6803 / Kazusa),182,sll1678,NA,NA,GO:0005886; GO:0016021,NA,NA,sll1678
P72784,P72784_SYNY3,Spore maturation protein B,sll1677,Synechocystis sp. (strain PCC 6803 / Kazusa),217,sll1677,NA,NA,GO:0016021,NA,NA,sll1677
P72786,P72786_SYNY3,Sll1675 protein,sll1675,Synechocystis sp. (strain PCC 6803 / Kazusa),150,sll1675,NA,NA,GO:0004462; GO:0046872,NA,NA,sll1675
P72788,P72788_SYNY3,Slr1788 protein,slr1788,Synechocystis sp. (strain PCC 6803 / Kazusa),351,slr1788,NA,NA,NA,NA,NA,slr1788
P72789,P72789_SYNY3,Slr1789 protein,slr1789,Synechocystis sp. (strain PCC 6803 / Kazusa),493,slr1789,NA,NA,NA,NA,NA,slr1789
P72790,P72790_SYNY3,Regulatory components of sensory transduction system,sll1673,Synechocystis sp. (strain PCC 6803 / Kazusa),452,sll1673,NA,NA,GO:0000160; GO:0005886; GO:0043709; GO:0052621; GO:1902201,NA,NA,sll1673
P72791,P72791_SYNY3,Hybrid sensory kinase,sll1672,Synechocystis sp. (strain PCC 6803 / Kazusa),834,sll1672,NA,NA,GO:0000155; GO:0005886; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll1672
P72792,P72792_SYNY3,Sll1671 protein,sll1671,Synechocystis sp. (strain PCC 6803 / Kazusa),160,sll1671,NA,NA,GO:0016407,NA,NA,sll1671
P72798,P72798_SYNY3,Ssr2998 protein,ssr2998,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssr2998,NA,NA,NA,NA,NA,ssr2998
P72799,P72799_SYNY3,Slr1794 protein,slr1794,Synechocystis sp. (strain PCC 6803 / Kazusa),362,slr1794,NA,NA,NA,NA,NA,slr1794
P72801,P72801_SYNY3,Ssr3000 protein,ssr3000,Synechocystis sp. (strain PCC 6803 / Kazusa),95,ssr3000,NA,NA,NA,NA,NA,ssr3000
P72802,P72802_SYNY3,Mitochondrial outer membrane 72K protein,mom72,Synechocystis sp. (strain PCC 6803 / Kazusa),266,NA,mom72,NA,GO:0030288,NA,NA,sll1667
P72803,P72803_SYNY3,DnaJ protein,dnaJ,Synechocystis sp. (strain PCC 6803 / Kazusa),174,NA,dnaJ,NA,GO:0016021,NA,NA,sll1666
P72804,Y1796_SYNY3,Thylakoid membrane protein slr1796,slr1796,Synechocystis sp. (strain PCC 6803 / Kazusa),201,slr1796,NA,NA,GO:0016021; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000269|PubMed:16287171}; Single-pass membrane protein {ECO:0000269|PubMed:16287171}.,NA,slr1796
P72805,P72805_SYNY3,Sll1665 protein,sll1665,Synechocystis sp. (strain PCC 6803 / Kazusa),589,sll1665,NA,NA,NA,NA,NA,sll1665
P72806,P72806_SYNY3,Sll1664 protein,sll1664,Synechocystis sp. (strain PCC 6803 / Kazusa),312,sll1664,NA,NA,NA,NA,NA,sll1664
P72807,P72807_SYNY3,Sll1663 protein,sll1663,Synechocystis sp. (strain PCC 6803 / Kazusa),220,sll1663,NA,NA,GO:0016491; GO:0030089,NA,NA,sll1663
P72809,P72809_SYNY3,PleD gene product,pleD,Synechocystis sp. (strain PCC 6803 / Kazusa),585,NA,pleD,NA,GO:0005886; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1798
P72810,P72810_SYNY3,Sll1660 protein,sll1660,Synechocystis sp. (strain PCC 6803 / Kazusa),194,sll1660,NA,NA,GO:0008893,NA,NA,sll1660
P72812,P72812_SYNY3,Sll1658 protein,sll1658,Synechocystis sp. (strain PCC 6803 / Kazusa),158,sll1658,NA,NA,NA,NA,NA,sll1658
P72813,P72813_SYNY3,Slr1799 protein,slr1799,Synechocystis sp. (strain PCC 6803 / Kazusa),637,slr1799,NA,NA,GO:0016021,NA,NA,slr1799
P72814,P72814_SYNY3,Slr1800 protein,slr1800,Synechocystis sp. (strain PCC 6803 / Kazusa),355,slr1800,NA,NA,NA,NA,NA,slr1800
P72815,P72815_SYNY3,Sll1656 protein,sll1656,Synechocystis sp. (strain PCC 6803 / Kazusa),191,sll1656,NA,NA,GO:0016021,NA,NA,sll1656
P72816,P72816_SYNY3,Biotin [acetyl-CoA-carboxylase] ligase,birA,Synechocystis sp. (strain PCC 6803 / Kazusa),274,NA,birA,NA,GO:0004077; GO:0005737; GO:0036211,NA,NA,sll1655
P72817,Y1654_SYNY3,Universal stress protein Sll1654 (USP Sll1654),sll1654,Synechocystis sp. (strain PCC 6803 / Kazusa),157,sll1654,NA,NA,NA,NA,NA,sll1654
P72819,P72819_SYNY3,Sll1652 protein,sll1652,Synechocystis sp. (strain PCC 6803 / Kazusa),136,sll1652,NA,NA,NA,NA,NA,sll1652
P72821,Y1290_SYNY3,Uncharacterized protein slr1290,slr1290,Synechocystis sp. (strain PCC 6803 / Kazusa),190,slr1290,NA,NA,NA,NA,NA,slr1290
P72822,P72822_SYNY3,Sll1201 protein,sll1201,Synechocystis sp. (strain PCC 6803 / Kazusa),264,sll1201,NA,NA,NA,NA,NA,sll1201
P72824,P72824_SYNY3,Sll1200 protein,sll1200,Synechocystis sp. (strain PCC 6803 / Kazusa),391,sll1200,NA,NA,GO:0016021,NA,NA,sll1200
P72825,P72825_SYNY3,Slr1293 protein,slr1293,Synechocystis sp. (strain PCC 6803 / Kazusa),507,slr1293,NA,NA,GO:0016020; GO:0016116,NA,NA,slr1293
P72826,P72826_SYNY3,Ycf19 protein,ycf19,Synechocystis sp. (strain PCC 6803 / Kazusa),90,NA,ycf19,NA,GO:0016021,NA,NA,ssr2142
P72829,P72829_SYNY3,Ssl2384 protein,ssl2384,Synechocystis sp. (strain PCC 6803 / Kazusa),57,ssl2384,NA,NA,GO:0016021,NA,NA,ssl2384
P72833,P72833_SYNY3,Sll1193 protein,sll1193,Synechocystis sp. (strain PCC 6803 / Kazusa),165,sll1193,NA,NA,NA,NA,NA,sll1193
P72837,P72837_SYNY3,Sll1191 protein,sll1191,Synechocystis sp. (strain PCC 6803 / Kazusa),134,sll1191,NA,NA,GO:0005887,NA,NA,sll1191
P72838,P72838_SYNY3,Ssr2153 protein,ssr2153,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssr2153,NA,NA,GO:0016021,NA,NA,ssr2153
P72839,P72839_SYNY3,Slr1301 protein,slr1301,Synechocystis sp. (strain PCC 6803 / Kazusa),535,slr1301,NA,NA,NA,NA,NA,slr1301
P72840,P72840_SYNY3,Slr1302 protein,slr1302,Synechocystis sp. (strain PCC 6803 / Kazusa),409,slr1302,NA,NA,NA,NA,NA,slr1302
P72841,P72841_SYNY3,Slr1303 protein,slr1303,Synechocystis sp. (strain PCC 6803 / Kazusa),410,slr1303,NA,NA,GO:0052699,NA,NA,slr1303
P72842,P72842_SYNY3,Glycolate oxidase subunit GlcE,glcE,Synechocystis sp. (strain PCC 6803 / Kazusa),434,NA,glcE,NA,GO:0004458; GO:0008720; GO:0050660; GO:0071949; GO:1903457,NA,NA,sll1189
P72843,P72843_SYNY3,Regulatory components of sensory transduction system,slr1305,Synechocystis sp. (strain PCC 6803 / Kazusa),840,slr1305,NA,NA,GO:0000160,NA,NA,slr1305
P72844,P72844_SYNY3,Slr1306 protein,slr1306,Synechocystis sp. (strain PCC 6803 / Kazusa),485,slr1306,NA,NA,GO:0016020,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1306
P72845,P72845_SYNY3,Sll1188 protein,sll1188,Synechocystis sp. (strain PCC 6803 / Kazusa),164,sll1188,NA,NA,NA,NA,NA,sll1188
P72847,P72847_SYNY3,Sll1186 protein,sll1186,Synechocystis sp. (strain PCC 6803 / Kazusa),216,sll1186,NA,NA,NA,NA,NA,sll1186
P72850,P72850_SYNY3,Slr1307 protein,slr1307,Synechocystis sp. (strain PCC 6803 / Kazusa),195,slr1307,NA,NA,NA,NA,NA,slr1307
P72852,P72852_SYNY3,Slr0962 protein,slr0962,Synechocystis sp. (strain PCC 6803 / Kazusa),477,slr0962,NA,NA,GO:0016021,NA,NA,slr0962
P72853,P72853_SYNY3,Sll0943 protein,sll0943,Synechocystis sp. (strain PCC 6803 / Kazusa),220,sll0943,NA,NA,NA,NA,NA,sll0943
P72857,P72857_SYNY3,Slr0967 protein,slr0967,Synechocystis sp. (strain PCC 6803 / Kazusa),150,slr0967,NA,NA,NA,NA,NA,slr0967
P72858,P72858_SYNY3,Sll0939 protein,sll0939,Synechocystis sp. (strain PCC 6803 / Kazusa),125,sll0939,NA,NA,NA,NA,NA,sll0939
P72859,P72859_SYNY3,Aspartate transaminase,sll0938,Synechocystis sp. (strain PCC 6803 / Kazusa),391,sll0938,NA,NA,GO:0009058; GO:0016740; GO:0030170,NA,NA,sll0938
P72860,P72860_SYNY3,Ssl1792 protein,ssl1792,Synechocystis sp. (strain PCC 6803 / Kazusa),99,ssl1792,NA,NA,NA,NA,NA,ssl1792
P72862,P72862_SYNY3,Precorrin methylase,cbiH,Synechocystis sp. (strain PCC 6803 / Kazusa),627,NA,cbiH,PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis. {ECO:0000256|ARBA:ARBA00004953}.,GO:0008168; GO:0009236; GO:0032259,NA,NA,slr0969
P72863,P72863_SYNY3,Slr0971 protein,slr0971,Synechocystis sp. (strain PCC 6803 / Kazusa),451,slr0971,NA,NA,GO:0016021,NA,NA,slr0971
P72864,P72864_SYNY3,Carboxysome formation protein,ccmA,Synechocystis sp. (strain PCC 6803 / Kazusa),351,NA,ccmA,NA,GO:0009073; GO:0016832,NA,NA,sll0934
P72865,P72865_SYNY3,Sll0933 protein,sll0933,Synechocystis sp. (strain PCC 6803 / Kazusa),158,sll0933,NA,NA,GO:0016021,NA,NA,sll0933
P72867,P72867_SYNY3,Sll0932 protein,sll0932,Synechocystis sp. (strain PCC 6803 / Kazusa),337,sll0932,NA,NA,GO:0005886; GO:0016021,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll0932
P72868,P72868_SYNY3,Sll0931 protein,sll0931,Synechocystis sp. (strain PCC 6803 / Kazusa),156,sll0931,NA,NA,GO:0016021,NA,NA,sll0931
P72869,P72869_SYNY3,Sll0930 protein,sll0930,Synechocystis sp. (strain PCC 6803 / Kazusa),197,sll0930,NA,NA,GO:0016021,NA,NA,sll0930
P72873,Y925_SYNY3,Uncharacterized protein sll0925,sll0925,Synechocystis sp. (strain PCC 6803 / Kazusa),202,sll0925,NA,NA,NA,NA,NA,sll0925
P72875,P72875_SYNY3,Slr0975 protein,slr0975,Synechocystis sp. (strain PCC 6803 / Kazusa),285,slr0975,NA,NA,NA,NA,NA,slr0975
P72876,P72876_SYNY3,Sll0924 protein,sll0924,Synechocystis sp. (strain PCC 6803 / Kazusa),184,sll0924,NA,NA,GO:0016021,NA,NA,sll0924
P72877,P72877_SYNY3,Exopolysaccharide export protein,epsB,Synechocystis sp. (strain PCC 6803 / Kazusa),756,NA,epsB,NA,GO:0004713; GO:0005886; GO:0009103; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll0923
P72878,P72878_SYNY3,Sll0922 protein,sll0922,Synechocystis sp. (strain PCC 6803 / Kazusa),116,sll0922,NA,NA,NA,NA,NA,sll0922
P72879,P72879_SYNY3,Slr0976 protein,slr0976,Synechocystis sp. (strain PCC 6803 / Kazusa),242,slr0976,NA,NA,NA,NA,NA,slr0976
P72881,P72881_SYNY3,Slr0978 protein,slr0978,Synechocystis sp. (strain PCC 6803 / Kazusa),135,slr0978,NA,NA,NA,NA,NA,slr0978
P72882,P72882_SYNY3,Slr0980 protein,slr0980,Synechocystis sp. (strain PCC 6803 / Kazusa),143,slr0980,NA,NA,NA,NA,NA,slr0980
P72883,P72883_SYNY3,Slr0981 protein,slr0981,Synechocystis sp. (strain PCC 6803 / Kazusa),187,slr0981,NA,NA,NA,NA,NA,slr0981
P72884,P72884_SYNY3,ABC transporter,rfbB,Synechocystis sp. (strain PCC 6803 / Kazusa),430,NA,rfbB,NA,GO:0005524; GO:0016020; GO:0140359,NA,NA,slr0982
P72885,P72885_SYNY3,Alpha-D-glucose-1-phosphate cytidylyltransferase,rfbF,Synechocystis sp. (strain PCC 6803 / Kazusa),256,NA,rfbF,NA,GO:0009058; GO:0047343,NA,NA,slr0983
P72886,P72886_SYNY3,"CDP-glucose-4,6-dehydratase",rfbG,Synechocystis sp. (strain PCC 6803 / Kazusa),360,NA,rfbG,NA,NA,NA,NA,slr0984
P72887,P72887_SYNY3,dTDP-6-deoxy-L-mannose-dehydrogenase,rfbC,Synechocystis sp. (strain PCC 6803 / Kazusa),189,NA,rfbC,NA,GO:0005829; GO:0008830; GO:0016854; GO:0033692,NA,NA,slr0985
P72888,P72888_SYNY3,Slr1610 protein,slr1610,Synechocystis sp. (strain PCC 6803 / Kazusa),433,slr1610,NA,NA,GO:0008168,NA,NA,slr1610
P72889,P72889_SYNY3,Slr1611 protein,slr1611,Synechocystis sp. (strain PCC 6803 / Kazusa),150,slr1611,NA,NA,NA,NA,NA,slr1611
P72890,P72890_SYNY3,Slr1612 protein,slr1612,Synechocystis sp. (strain PCC 6803 / Kazusa),286,slr1612,NA,NA,NA,NA,NA,slr1612
P72891,P72891_SYNY3,Slr1613 protein,slr1613,Synechocystis sp. (strain PCC 6803 / Kazusa),196,slr1613,NA,NA,NA,NA,NA,slr1613
P72892,P72892_SYNY3,Slr1614 protein,slr1614,Synechocystis sp. (strain PCC 6803 / Kazusa),101,slr1614,NA,NA,NA,NA,NA,slr1614
P72893,P72893_SYNY3,Perosamine synthetase,rfbE,Synechocystis sp. (strain PCC 6803 / Kazusa),378,NA,rfbE,NA,GO:0000271; GO:0008483; GO:0030170,NA,NA,slr1615
P72894,P72894_SYNY3,Slr1616 protein,slr1616,Synechocystis sp. (strain PCC 6803 / Kazusa),341,slr1616,NA,NA,GO:0005524; GO:0005737; GO:0009432; GO:0016879; GO:0018169; GO:0018410; GO:0046872,NA,NA,slr1616
P72895,P72895_SYNY3,Slr1617 protein,slr1617,Synechocystis sp. (strain PCC 6803 / Kazusa),411,slr1617,NA,NA,GO:0006567; GO:0008743,NA,NA,slr1617
P72896,P72896_SYNY3,Slr1618 protein,slr1618,Synechocystis sp. (strain PCC 6803 / Kazusa),261,slr1618,NA,NA,GO:0008168; GO:0097697,NA,NA,slr1618
P72898,P72898_SYNY3,Slr1062 protein,slr1062,Synechocystis sp. (strain PCC 6803 / Kazusa),115,slr1062,NA,NA,GO:0003677,NA,NA,slr1062
P72899,P72899_SYNY3,Slr1063 protein,slr1063,Synechocystis sp. (strain PCC 6803 / Kazusa),689,slr1063,NA,NA,GO:0016757,NA,NA,slr1063
P72900,P72900_SYNY3,Mannosyltransferase B,rfbU,Synechocystis sp. (strain PCC 6803 / Kazusa),367,NA,rfbU,NA,GO:0009103; GO:0016757,NA,NA,slr1064
P72901,P72901_SYNY3,Slr1065 protein,slr1065,Synechocystis sp. (strain PCC 6803 / Kazusa),356,slr1065,NA,NA,NA,NA,NA,slr1065
P72902,P72902_SYNY3,Slr1066 protein,slr1066,Synechocystis sp. (strain PCC 6803 / Kazusa),401,slr1066,NA,NA,GO:0016757,NA,NA,slr1066
P72904,P72904_SYNY3,Slr1068 protein,slr1068,Synechocystis sp. (strain PCC 6803 / Kazusa),118,slr1068,NA,NA,NA,NA,NA,slr1068
P72905,P72905_SYNY3,Slr1069 protein,slr1069,Synechocystis sp. (strain PCC 6803 / Kazusa),137,slr1069,NA,NA,NA,NA,NA,slr1069
P72906,P72906_SYNY3,Slr1070 protein,slr1070,Synechocystis sp. (strain PCC 6803 / Kazusa),285,slr1070,NA,NA,GO:0016757,NA,NA,slr1070
P72907,P72907_SYNY3,Slr1071 protein,slr1071,Synechocystis sp. (strain PCC 6803 / Kazusa),268,slr1071,NA,NA,GO:0008168; GO:0097697,NA,NA,slr1071
P72909,P72909_SYNY3,Slr1073 protein,slr1073,Synechocystis sp. (strain PCC 6803 / Kazusa),384,slr1073,NA,NA,NA,NA,NA,slr1073
P72910,P72910_SYNY3,Slr1074 protein,slr1074,Synechocystis sp. (strain PCC 6803 / Kazusa),443,slr1074,NA,NA,GO:0016021,NA,NA,slr1074
P72911,P72911_SYNY3,Slr1076 protein,slr1076,Synechocystis sp. (strain PCC 6803 / Kazusa),381,slr1076,NA,NA,GO:0016757,NA,NA,slr1076
P72912,P72912_SYNY3,Slr1077 protein,slr1077,Synechocystis sp. (strain PCC 6803 / Kazusa),386,slr1077,NA,NA,GO:0016757,NA,NA,slr1077
P72913,Y1765_SYNY3,UPF0150 protein ssr1765,ssr1765,Synechocystis sp. (strain PCC 6803 / Kazusa),79,ssr1765,NA,NA,NA,NA,NA,ssr1765
P72914,P72914_SYNY3,Ssr1766 protein,ssr1766,Synechocystis sp. (strain PCC 6803 / Kazusa),76,ssr1766,NA,NA,GO:0003729; GO:0004519,NA,NA,ssr1766
P72915,P72915_SYNY3,UDP-glucose-4-epimerase,galE,Synechocystis sp. (strain PCC 6803 / Kazusa),105,NA,galE,NA,NA,NA,NA,slr1078
P72916,P72916_SYNY3,Slr1079 protein,slr1079,Synechocystis sp. (strain PCC 6803 / Kazusa),164,slr1079,NA,NA,GO:0016021,NA,NA,slr1079
P72917,P72917_SYNY3,Ssr1768 protein,ssr1768,Synechocystis sp. (strain PCC 6803 / Kazusa),65,ssr1768,NA,NA,NA,NA,NA,ssr1768
P72918,P72918_SYNY3,Slr1081 protein,slr1081,Synechocystis sp. (strain PCC 6803 / Kazusa),210,slr1081,NA,NA,NA,NA,NA,slr1081
P72919,P72919_SYNY3,Slr1082 protein,slr1082,Synechocystis sp. (strain PCC 6803 / Kazusa),136,slr1082,NA,NA,GO:0016021,NA,NA,slr1082
P72920,P72920_SYNY3,Slr1083 protein,slr1083,Synechocystis sp. (strain PCC 6803 / Kazusa),181,slr1083,NA,NA,NA,NA,NA,slr1083
P72921,P72921_SYNY3,Slr1084 protein,slr1084,Synechocystis sp. (strain PCC 6803 / Kazusa),146,slr1084,NA,NA,GO:0008374; GO:0031470; GO:0043886,NA,NA,slr1084
P72922,P72922_SYNY3,Slr1085 protein,slr1085,Synechocystis sp. (strain PCC 6803 / Kazusa),424,slr1085,NA,NA,GO:0016757,NA,NA,slr1085
P72923,P72923_SYNY3,Slr1087 protein,slr1087,Synechocystis sp. (strain PCC 6803 / Kazusa),361,slr1087,NA,NA,NA,NA,NA,slr1087
P72924,P72924_SYNY3,Sll1025 protein,sll1025,Synechocystis sp. (strain PCC 6803 / Kazusa),392,sll1025,NA,NA,GO:0005737; GO:0016491,NA,NA,sll1025
P72925,Y197A_SYNY3,UPF0367 protein ssl1972,ssl1972,Synechocystis sp. (strain PCC 6803 / Kazusa),93,ssl1972,NA,NA,NA,NA,NA,ssl1972
P72928,P72928_SYNY3,Sll1022 protein,sll1022,Synechocystis sp. (strain PCC 6803 / Kazusa),242,sll1022,NA,NA,GO:0005886; GO:0016021,NA,NA,sll1022
P72930,P72930_SYNY3,Sll1020 protein,sll1020,Synechocystis sp. (strain PCC 6803 / Kazusa),294,sll1020,NA,NA,NA,NA,NA,sll1020
P72932,P72932_SYNY3,High light inducible protein,hliA,Synechocystis sp. (strain PCC 6803 / Kazusa),57,NA,hliA,NA,GO:0016021,NA,NA,ssr1789
P72936,P72936_SYNY3,Hybrid sensory kinase,slr1400,Synechocystis sp. (strain PCC 6803 / Kazusa),380,slr1400,NA,NA,GO:0000155; GO:0005887; GO:0009927; GO:0046777,NA,NA,slr1400
P72937,P72937_SYNY3,Slr0670 protein,slr0670,Synechocystis sp. (strain PCC 6803 / Kazusa),291,slr0670,NA,NA,NA,NA,NA,slr0670
P72938,P72938_SYNY3,Extracellular nuclease,nucH,Synechocystis sp. (strain PCC 6803 / Kazusa),1879,NA,nucH,NA,GO:0003677; GO:0004530; GO:0006308; GO:0007154; GO:0016021,NA,NA,sll0656
P72939,P72939_SYNY3,Alkaline phosphatase,sll0654,Synechocystis sp. (strain PCC 6803 / Kazusa),1409,sll0654,NA,NA,GO:0008253; GO:0008768; GO:0009166; GO:0030288,NA,NA,sll0654
P72944,P72944_SYNY3,Slr0680 protein,slr0680,Synechocystis sp. (strain PCC 6803 / Kazusa),140,slr0680,NA,NA,NA,NA,NA,slr0680
P72945,P72945_SYNY3,Slr0681 protein,slr0681,Synechocystis sp. (strain PCC 6803 / Kazusa),433,slr0681,NA,NA,GO:0005262; GO:0005887; GO:0006874; GO:0008273; GO:0070588,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr0681
P72947,P72947_SYNY3,Transposase,sll0650,Synechocystis sp. (strain PCC 6803 / Kazusa),119,sll0650,NA,NA,NA,NA,NA,sll0650
P72948,P72948_SYNY3,OmpR subfamily,sll0649,Synechocystis sp. (strain PCC 6803 / Kazusa),245,sll0649,NA,NA,GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0032993,NA,NA,sll0649
P72949,P72949_SYNY3,Lipophilic protein,lim,Synechocystis sp. (strain PCC 6803 / Kazusa),358,NA,lim,NA,GO:0005887; GO:0009103; GO:0016780; GO:0044038; GO:0071555,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll0648
P72950,P72950_SYNY3,Sll0647 protein,sll0647,Synechocystis sp. (strain PCC 6803 / Kazusa),256,sll0647,NA,NA,NA,NA,NA,sll0647
P72952,P72952_SYNY3,Sll0645 protein,sll0645,Synechocystis sp. (strain PCC 6803 / Kazusa),255,sll0645,NA,NA,NA,NA,NA,sll0645
P72953,P72953_SYNY3,Esterase,sll0644,Synechocystis sp. (strain PCC 6803 / Kazusa),331,sll0644,NA,NA,GO:0034338,NA,NA,sll0644
P72954,P72954_SYNY3,Slr0686 protein,slr0686,Synechocystis sp. (strain PCC 6803 / Kazusa),119,slr0686,NA,NA,GO:0016021,NA,NA,slr0686
P72956,P72956_SYNY3,PleD gene product,pleD,Synechocystis sp. (strain PCC 6803 / Kazusa),481,NA,pleD,NA,GO:0000160; GO:0005524,NA,NA,slr0687
P72957,P72957_SYNY3,Sll0641 protein,sll0641,Synechocystis sp. (strain PCC 6803 / Kazusa),509,sll0641,NA,NA,GO:0016021,NA,NA,sll0641
P72959,P72959_SYNY3,Slr0688 protein,slr0688,Synechocystis sp. (strain PCC 6803 / Kazusa),343,slr0688,NA,NA,NA,NA,NA,slr0688
P72960,P72960_SYNY3,Ssr1155 protein,ssr1155,Synechocystis sp. (strain PCC 6803 / Kazusa),67,ssr1155,NA,NA,NA,NA,NA,ssr1155
P72961,P72961_SYNY3,Slr0689 protein,slr0689,Synechocystis sp. (strain PCC 6803 / Kazusa),398,slr0689,NA,NA,NA,NA,NA,slr0689
P72962,P72962_SYNY3,Sll0639 protein,sll0639,Synechocystis sp. (strain PCC 6803 / Kazusa),417,sll0639,NA,NA,NA,NA,NA,sll0639
P72963,P72963_SYNY3,Sll0638 protein,sll0638,Synechocystis sp. (strain PCC 6803 / Kazusa),458,sll0638,NA,NA,GO:0030288,NA,NA,sll0638
P72964,P72964_SYNY3,Ycf45 protein,ycf45,Synechocystis sp. (strain PCC 6803 / Kazusa),589,NA,ycf45,NA,GO:0003676; GO:0005524,NA,NA,slr0692
P72967,P72967_SYNY3,Slr0695 protein,slr0695,Synechocystis sp. (strain PCC 6803 / Kazusa),173,slr0695,NA,NA,NA,NA,NA,slr0695
P72968,P72968_SYNY3,Slr1590 protein,slr1590,Synechocystis sp. (strain PCC 6803 / Kazusa),295,slr1590,NA,NA,NA,NA,NA,slr1590
