GeneID,psortB_localization,psortB_score,Process,Pathway,Protein,Entry,Entry.name,Status,Protein.names,Gene.names,EC.number,Catalytic.activity,Cofactor,Function..CC.,Gene.ontology..GO.,Gene.ontology..biological.process.,Gene.ontology..molecular.function.,Gene.ontology..cellular.component.,Gene.ontology.IDs,GRAVY,Length,ExposedAA,First60AA,Helices,Topology,MolWeight,Process.abbr,Pathway.abbr,location,start_bp,end_bp
sll1821,Cytoplasmic,9.26,Translation,Ribosomal proteins: synthesis and modification,50S ribosomal protein L13,P73294,RL13_SYNY3,reviewed,50S ribosomal protein L13,rplM rpl13 sll1821,NA,NA,NA,"FUNCTION: This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly. {ECO:0000255|HAMAP-Rule:MF_01366}.",cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],translation [GO:0006412],mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735],cytosolic large ribosomal subunit [GO:0022625],GO:0022625; GO:0003729; GO:0003735; GO:0006412,-0.5476821192053,151,0,0,0,o,16.99,Translat,Ribosomal proteins,Chr,827348,827803
sll1822,Cytoplasmic,9.26,Translation,Ribosomal proteins: synthesis and modification,30S ribosomal protein S9,P73293,RS9_SYNY3,reviewed,30S ribosomal protein S9,rpsI rps9 sll1822,NA,NA,NA,NA,"cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; translation [GO:0006412]","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; translation [GO:0006412]",structural constituent of ribosome [GO:0003735],cytosolic small ribosomal subunit [GO:0022627],GO:0022627; GO:0000462; GO:0003735; GO:0006412,-0.61167883211679,137,0,0,0,i,15.09,Translat,Ribosomal proteins,Chr,826935,827348
sll1823,Cytoplasmic,9.97,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,adenylosuccinate synthetase,P73290,PURA_SYNY3,reviewed,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),purA sll1823,6.3.4.4,"CATALYTIC ACTIVITY: GTP + IMP + L-aspartate = GDP + phosphate + N(6)-(1,2-dicarboxyethyl)-AMP. {ECO:0000255|HAMAP-Rule:MF_00011}.",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00011}; ;  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00011};,FUNCTION: Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000255|HAMAP-Rule:MF_00011}.,cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040],'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040],adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287],cytoplasm [GO:0005737],GO:0044208; GO:0005525; GO:0046040; GO:0004019; GO:0005737; GO:0000287,-0.1293453724605,443,0.04,0,0,o,48.69,Nucleot,Purine ribonucleot,Chr,824584,825915
sll1824,CytoplasmicMembrane,9.82,Translation,Ribosomal proteins: synthesis and modification,50S ribosomal protein L25,P73289,RL25_SYNY3,reviewed,50S ribosomal protein L25,rplY sll1824,NA,NA,NA,FUNCTION: This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance. {ECO:0000255|HAMAP-Rule:MF_01336}.,ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],translation [GO:0006412],5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735],ribosome [GO:0005840],GO:0008097; GO:0005840; GO:0003735; GO:0006412,0.05508474576271,118,21.8,21.79,1,o5-27i,13.44,Translat,Ribosomal proteins,Chr,824228,824584
sll1825,Cytoplasmic,9.26,Hypothetical,Hypothetical,hypothetical protein,P73288,P73288_SYNY3,unreviewed,Aklaviketone reductase,sll1825,NA,NA,NA,NA,oxidoreductase activity [GO:0016491],NA,oxidoreductase activity [GO:0016491],NA,GO:0016491,0.33316326530612,196,0.11,0.05,0,o,20.31,Hypoth,Hypothetical,Chr,823383,823973
sll1830,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,P73120,P73120_SYNY3,unreviewed,Sll1830 protein,sll1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15418994413408,358,0.06,0,0,o,39.66,Unknown,Unknown,Chr,626349,627425
sll1831,CytoplasmicMembrane,7.88,Energy metabolism,Glycolate pathway,"glycolate oxidase subunit, (Fe-S)protein",NA,NA,NA,NA,sll1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1739130435e-4,460,0.02,0,0,o,50.56,Energy,Glycolate pathway,Chr,624899,626281
sll1832,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,P73118,P73118_SYNY3,unreviewed,Sll1832 protein,sll1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0671052631579,152,18.67,12.18,0,o,16.36,Hypoth,Hypothetical,Chr,624136,624594
sll1833,CytoplasmicMembrane,9.82,Other categories,Drug and analog sensitivity,penicillin-binding protein,NA,NA,NA,NA,sll1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28962108731466,607,21.55,21.2,1,i39-61o,66.65,Other,Drug and analog se,Chr,622300,624123
sll1834,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,P73112,P73112_SYNY3,unreviewed,Sll1834 protein,sll1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05223880597015,134,24.02,19.53,0,o,15.49,Hypoth,Hypothetical,Chr,618311,618715
sll1835,Unknown,2.5,Cell envelope,"Membranes, lipoproteins, and porins","putative curli production assembly/transport component, periplasmic protein",P73111,P73111_SYNY3,unreviewed,Sll1835 protein,sll1835,NA,NA,NA,NA,outer membrane-bounded periplasmic space [GO:0030288],NA,NA,outer membrane-bounded periplasmic space [GO:0030288],GO:0030288,-0.30716981132075,265,21.24,21.24,1,i13-35o,28.84,Envelope,"Membranes, lipopro",Chr,617390,618187
sll1837,Unknown,2.5,Unknown,Unknown,"periplasmic protein, function unknown",P73107,P73107_SYNY3,unreviewed,Sll1837 protein,sll1837,NA,NA,NA,NA,outer membrane-bounded periplasmic space [GO:0030288],NA,NA,outer membrane-bounded periplasmic space [GO:0030288],GO:0030288,0.04758620689655,145,20.68,20.66,1,i7-29o,15.47,Unknown,Unknown,Chr,615266,615703
sll1841,Cytoplasmic,9.26,Energy metabolism,Pyruvate dehydrogenase,pyruvate dehydrogenase dihydrolipoamide acetyltransferase component (E2),NA,NA,NA,NA,sll1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03556581986143,433,0.02,0,0,o,44.91,Energy,Pyruvate dehydroge,Chr,2251657,2252958
sll1845,CytoplasmicMembrane,10,Cellular processes,Protein and peptide secretion,rsgA ribosome biogenesis GTPase / thiamine phosphate phosphatase,P74502,P74502_SYNY3,unreviewed,Sll1845 protein,rsgA sll1845,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.91949685534591,159,104.68,37.94,4,o4-26i47-69o101-123i130-152o,17.81,CellProc,Protein and peptid,Chr,2243250,2243729
sll1848,Cytoplasmic,8.96,Other categories,Other,putative acyltransferas,P74498,P74498_SYNY3,unreviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),sll1848,2.3.1.51,"CATALYTIC ACTIVITY: Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate = CoA + 1,2-diacyl-sn-glycerol 3-phosphate. {ECO:0000256|RuleBase:RU361267}.",NA,NA,plasma membrane [GO:0005886]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acylglycerol O-acyltransferase activity [GO:0016411]; lysophosphatidic acid acyltransferase activity [GO:0042171]; phospholipid biosynthetic process [GO:0008654],phospholipid biosynthetic process [GO:0008654],1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acylglycerol O-acyltransferase activity [GO:0016411]; lysophosphatidic acid acyltransferase activity [GO:0042171],plasma membrane [GO:0005886],GO:0003841; GO:0016411; GO:0042171; GO:0008654; GO:0005886,-0.02488888888889,225,0.45,0.01,0,o,24.3,Other,Other,Chr,2238277,2238954
sll1849,Cytoplasmic,8.96,Other categories,Other,probable dioxygenase Rieske iron-sulfur component,P74496,P74496_SYNY3,unreviewed,Sll1849 protein,sll1849,NA,NA,NA,NA,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",NA,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",NA,GO:0051537; GO:0046872; GO:0016491,-0.41469194312796,211,0,0,0,o,24.16,Other,Other,Chr,2236419,2237054
sll1851,Unknown,2,Unknown,Unknown,unknown protein,P74495,P74495_SYNY3,unreviewed,Sll1851 protein,sll1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003125,128,23.13,5.29,0,o,15.01,Unknown,Unknown,Chr,2235072,2235458
sll1852,Cytoplasmic,10,"Purines, pyrimidines, nucleosides, and nucleotides",Interconversions and salvage of nucleosides and nucleotides,nucleoside diphosphate kinase,P74494,NDK_SYNY3,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),ndk ndkR sll1852,2.7.4.6,CATALYTIC ACTIVITY: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};,"FUNCTION: Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity). {ECO:0000250}.",cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; UTP biosynthetic process [GO:0006228],CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; UTP biosynthetic process [GO:0006228],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550],cytoplasm [GO:0005737],GO:0005524; GO:0006241; GO:0006183; GO:0006228; GO:0005737; GO:0046872; GO:0004550; GO:0009142; GO:0006163; GO:0006220,-0.15906040268456,149,1.29,0.23,0,o,16.69,Nucleot,Interconversions a,Chr,2234304,2234753
sll1853,Unknown,2,Unknown,Unknown,unknown protein,P74493,P74493_SYNY3,unreviewed,Sll1853 protein,sll1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46298701298701,154,0.62,0.62,0,o,17.92,Unknown,Unknown,Chr,2233809,2234273
sll1854,Cytoplasmic,9.97,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",exodeoxyribonuclease III,NA,NA,NA,NA,sll1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55811320754717,265,0,0,0,o,30.74,DNArep,"DNA replication, r",Chr,2233037,2233834
sll1858,Unknown,2,Unknown,Unknown,unknown protein,P74489,P74489_SYNY3,unreviewed,Sll1858 protein,sll1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48771929824561,627,0.57,0.57,0,o,69.75,Unknown,Unknown,Chr,2228445,2230328
sll1860,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523d: 2226601 - 2227471],NA,NA,NA,NA,sll1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42260536398467,261,1.92,0.75,0,o,30.54,Other,Transposon-related,Chr,2226619,2227404
sll1861,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523o(partial copy): 2225804 - 2226597],P74487,P74487_SYNY3,unreviewed,Transposase,sll1861,NA,NA,NA,NA,"DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","transposition, DNA-mediated [GO:0006313]",DNA binding [GO:0003677]; transposase activity [GO:0004803],NA,GO:0003677; GO:0004803; GO:0006313,-0.36732283464567,254,1.92,1.72,0,o,29.42,Other,Transposon-related,Chr,2225766,2226530
sll1862,Unknown,2,Unknown,Unknown,unknown protein,P74486,P74486_SYNY3,unreviewed,Sll1862 protein,sll1862,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,-0.28111888111888,143,22.35,0,1,i119-141o,15.2,Unknown,Unknown,Chr,2225278,2225709
sll1863,Unknown,2,Unknown,Unknown,unknown protein,P74485,P74485_SYNY3,unreviewed,Sll1863 protein,sll1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96542056074766,107,0,0,0,o,12.36,Unknown,Unknown,Chr,2224789,2225112
sll1864,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,probable chloride channel protein,P74477,P74477_SYNY3,unreviewed,Chloride channel protein,sll1864,NA,NA,NA,NA,integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]; voltage-gated chloride channel activity [GO:0005247]; response to stress [GO:0006950],response to stress [GO:0006950],catalytic activity [GO:0003824]; voltage-gated chloride channel activity [GO:0005247],integral component of membrane [GO:0016021],GO:0003824; GO:0016021; GO:0006950; GO:0005247,0.25617352614016,899,238.1,20.64,11,i28-47o67-86i116-135o167-189i196-218o242-264i277-299o314-335i342-364o374-396i403-425o,98.49,Transport,Transport and bind,Chr,2216476,2219175
sll1865,Cytoplasmic,9.97,Translation,Protein modification and translation factors,peptide chain release factor 2,P74476,RF2_SYNY3,reviewed,Peptide chain release factor 2 (RF-2),prfB sll1865,NA,NA,NA,FUNCTION: Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA. {ECO:0000250}.,"cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; translation release factor activity, codon specific [GO:0016149]",NA,"ribosome binding [GO:0043022]; translation release factor activity, codon specific [GO:0016149]",cytoplasm [GO:0005737],GO:0005737; GO:0043022; GO:0016149,-0.48328358208955,335,0,0,0,o,37.59,Translat,Protein modificati,Chr,2214685,2215692
sll1866,Unknown,2,Translation,Aminoacyl tRNA synthetases and tRNA modification,"putative tRNA nucleotidyltransferase, tRNA threonylcarbamoyladenosine modification",P74144,P74144_SYNY3,unreviewed,Sll1866 protein,sll1866,NA,NA,NA,NA,cytoplasm [GO:0005737]; double-stranded RNA binding [GO:0003725]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949],regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949],double-stranded RNA binding [GO:0003725]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049],cytoplasm [GO:0005737],GO:0005737; GO:0003725; GO:0016779; GO:0006450; GO:0000049; GO:0002949,0.04673366834171,199,0.02,0.01,0,o,21.64,Translat,Aminoacyl tRNA syn,Chr,1820238,1820837
sll1867,CytoplasmicMembrane,10,Photosynthesis and respiration,Photosystem II,photosystem II D1 protein,NA,NA,NA,NA,sll1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30416666666667,360,116.42,23.49,5,i32-54o109-128i141-163o197-219i271-293o,39.73,Photosynth,Photosystem II,Chr,1818915,1819997
sll1868,Cytoplasmic,9.97,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",DNA primase,P74143,DNAG_SYNY3,reviewed,DNA primase (EC 2.7.7.-),dnaG sll1868,2.7.7.-,NA,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00974}; ;  Note=Binds 1 zinc ion per monomer. {ECO:0000255|HAMAP-Rule:MF_00974};; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00974}; ;  Note=Binds two Mg(2+) per subunit. {ECO:0000255|HAMAP-Rule:MF_00974};,FUNCTION: RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication. {ECO:0000255|HAMAP-Rule:MF_00974}.,primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270],NA,DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270],primosome complex [GO:1990077],GO:0003677; GO:0003896; GO:0000287; GO:1990077; GO:0008270,-0.47070866141732,635,0.1,0.01,0,o,73.1,DNArep,"DNA replication, r",Chr,1816855,1818762
sll1869,Unknown,2,Other categories,Other,"probable dioxygenase, Rieske iron-sulfur component",NA,NA,NA,NA,sll1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31904761904762,357,0.44,0.42,0,o,40.84,Other,Other,Chr,1814231,1815304
sll1870,CytoplasmicMembrane,9.82,Transport and binding proteins,Transport and binding proteins,ATP-binding protein of ABC transporter,P74140,P74140_SYNY3,unreviewed,ABC transporter,sll1870,NA,NA,NA,FUNCTION: Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system. {ECO:0000256|SAAS:SAAS00340993}.,"plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; methionine transport [GO:0015821]",methionine transport [GO:0015821],"ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]",plasma membrane [GO:0005886],GO:0005524; GO:0042626; GO:0015821; GO:0005886,-0.11858407079646,226,0.58,0.58,0,o,25.5,Transport,Transport and bind,Chr,1813554,1814234
sll1871,CytoplasmicMembrane,9.82,Regulatory functions,Regulatory functions,two-component system sensory histidine kinase,P74137,P74137_SYNY3,unreviewed,Sensory transduction histidine kinase,sll1871,NA,CATALYTIC ACTIVITY: ATP + protein L-histidine = ADP + protein N-phospho-L-histidine. {ECO:0000256|SAAS:SAAS00577673}.,NA,NA,integral component of membrane [GO:0016021]; intracellular [GO:0005622]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155],NA,ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155],integral component of membrane [GO:0016021]; intracellular [GO:0005622],GO:0005524; GO:0016021; GO:0005622; GO:0000155,-0.05979228486647,674,47.03,22.56,2,i12-34o311-333i,74.95,Regul,Regulatory functio,Chr,1808922,1810946
sll1872,CytoplasmicMembrane,9.97,Regulatory functions,Regulatory functions,transcriptional regulator,NA,NA,NA,NA,sll1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20302375809935,463,22.59,22.58,1,i31-53o,50.79,Regul,Regulatory functio,Chr,1807333,1808724
sll1873,Unknown,2,Unknown,Unknown,unknown protein,P74135,P74135_SYNY3,unreviewed,Sll1873 protein,sll1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50247933884298,121,0,0,0,o,12.91,Unknown,Unknown,Chr,1806871,1807236
