System,Process,Pathway,Protein,short_name,full_name,EC-class
Metabolism,Metabolism,Protein kinases,H16_B1085,h16_B1085,signal transduction histidine kinase containing a receiver domain (hybrid) and a NtrB-like sensor domain,"K07679 evgS; two-component system, NarL family, sensor histidine kinase EvgS"
Metabolism,Metabolism,Protein kinases,H16_A3709,h16_A3709,signal transduction histidine kinase,"K02480 K02480; two-component system, NarL family, sensor kinase"
Metabolism,Metabolism,Protein kinases,H16_A2333,ntrB,signal transduction histidine kinase nitrogen specific protein Ntr,"K07708 glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL"
Metabolism,Metabolism,Protein kinases,H16_A3238,h16_A3238,signal transduction histidine kinase,"K02668 pilS; two-component system, NtrC family, sensor histidine kinase PilS"
Metabolism,Metabolism,Protein kinases,H16_A0298,gltS1,signal transduction histidine kinase regulating C4-dicarboxylate transport system,"K10125 dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB"
Metabolism,Metabolism,Protein kinases,H16_A0692,gltS2,signal transduction histidine kinase regulating C4-dicarboxylate transport system,"K10125 dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB"
Metabolism,Metabolism,Protein kinases,PHG022,hoxJ,histidine protein kinase,"K19661 hupT; two-component system, NtrC family, sensor histidine kinase HupT/HoxJ"
Metabolism,Metabolism,Protein kinases,H16_B1458,h16_B1458,signal transduction histidine kinase,"K02482 K02482; two-component system, NtrC family, sensor kinase"
Metabolism,Metabolism,Protein kinases,H16_B0239,cheA1,Chemotaxis protein histidine kinase,"K03407 cheA; two-component system, chemotaxis family, sensor kinase CheA"
Metabolism,Metabolism,Protein kinases,H16_A0740,pilL2,Type IV pilus protein histidine kinase/response regulator hybrid PilL,K02487 pilL; type IV pili sensor histidine kinase and response regulator
Metabolism,Metabolism,Protein kinases,H16_B2048,cheA2Y2,"chemotaxis specific sensory transducer kinase,group IIIA, containing a receiver domain (hybrid)","K13490 wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE"
Metabolism,Metabolism,Protein kinases,H16_B0477,h16_B0477,signal transduction histidine kinase,"K10916 cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS"
Metabolism,Metabolism,Protein kinases,H16_A0203,h16_A0203,signal transduction histidine kinase,"K15011 regB; two-component system, sensor histidine kinase RegB"
Metabolism,Metabolism,Protein kinases,H16_A3119,phcS,signal transduction histidine kinase,"K19621 phcS; two-component system, sensor histidine kinase PhcS"
Metabolism,Metabolism,Protein phosphatases and associated proteins,H16_A0244,ahcY,Adenosylhomocysteinase,K01251 E3.3.1.1; adenosylhomocysteinase
Metabolism,Metabolism,Protein phosphatases and associated proteins,H16_A2654,htpG,"molecular chaperone, HSP90 family",K04079 HSP90A; molecular chaperone HtpG
Metabolism,Metabolism,Protein phosphatases and associated proteins,H16_A0950,h16_A0950,Serine/threonine protein phosphatase,K20074 prpC; PPM family protein phosphatase
Metabolism,Metabolism,Protein phosphatases and associated proteins,H16_A1452,serB1,phosphoserine phosphatase,K01079 serB; phosphoserine phosphatase
Metabolism,Metabolism,Peptidases,H16_A3047,lspA,lipoprotein signal peptidase II,K03101 lspA; signal peptidase II
Metabolism,Metabolism,Peptidases,H16_A3257,pilD,Type IV pilus prepilin leader peptidase 1,K02654 pilD; leader peptidase (prepilin peptidase) / N-methyltransferase
Metabolism,Metabolism,Peptidases,H16_A0720,cpaA1,flp pilus assembly leader peptidase Cpa,K02278 cpaA; prepilin peptidase CpaA
Metabolism,Metabolism,Peptidases,H16_B0182,cpaA2,"flp pilus assembly protein, protease Cpa",K02278 cpaA; prepilin peptidase CpaA
Metabolism,Metabolism,Peptidases,PHG005,hoxM,putative protease,K03605 hyaD; hydrogenase maturation protease
Metabolism,Metabolism,Peptidases,PHG070,putative,NA,K03605 hyaD; hydrogenase maturation protease
Metabolism,Metabolism,Peptidases,H16_A0129,pcp,Pyroglutamyl-peptidase I,K01304 pcp; pyroglutamyl-peptidase
Metabolism,Metabolism,Peptidases,H16_A2028,guaA,GMP synthase (glutamine-hydrolyzing),K01951 guaA; GMP synthase (glutamine-hydrolysing)
Metabolism,Metabolism,Peptidases,H16_A1917,h16_A1917,glutamine amidotransferase,K01951 guaA; GMP synthase (glutamine-hydrolysing)
Metabolism,Metabolism,Peptidases,H16_A2607,purF,glutamine phosphoribosylpyrophosphate amidotransferase,K00764 purF; amidophosphoribosyltransferase
Metabolism,Metabolism,Peptidases,H16_A0263,glmS,Glutamine-fructose-6-phosphate transaminase (isomerizing),K00820 glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing)
Metabolism,Metabolism,Peptidases,H16_A0315,nagB,Glucosamine-6-phosphate deaminase,K00820 glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing)
Metabolism,Metabolism,Peptidases,H16_A3223,h16_A3223,Hypothetical protein,K01953 asnB; asparagine synthase (glutamine-hydrolysing)
Metabolism,Metabolism,Peptidases,H16_A0394,thiJ,putative intracellular protease/amidase/DJ-1/PfpI family,K05520 pfpI; protease I
Metabolism,Metabolism,Peptidases,H16_B1347,h16_B1347,"putative peptidase, C56 family",K05523 hchA; D-lactate dehydratase / protein deglycase
Metabolism,Metabolism,Peptidases,H16_A1918,h16_A1918,penicillin amidase or acylase,K01434 E3.5.1.11; penicillin amidase
Metabolism,Metabolism,Peptidases,H16_B2499,h16_B2499,Penicillin G acylase,K01434 E3.5.1.11; penicillin amidase
Metabolism,Metabolism,Peptidases,H16_A0537,h16_A0537,Uncharacterized protein conserved in bacteria,"K21470 ycbB; L,D-transpeptidase Ycb"
Metabolism,Metabolism,Peptidases,H16_A1000,pepN,alanyl aminopeptidase N,K01256 pepN; aminopeptidase N
Metabolism,Metabolism,Peptidases,H16_A1369,dcp,Oligopeptidase ,K01414 prlC; oligopeptidase A
Metabolism,Metabolism,Peptidases,H16_B2552,pqqL,periplasmic zinc protease,K07263 pqqL; zinc protease
Metabolism,Metabolism,Peptidases,H16_A0364,h16_A0364,"Predicted Zn-dependent peptidase, M16B subfamily",K07263 pqqL; zinc protease
Metabolism,Metabolism,Peptidases,H16_A0365,h16_A0365,Predicted Zn-dependent peptidase,K07263 pqqL; zinc protease
Metabolism,Metabolism,Peptidases,H16_A2990,h16_A2990,leucyl aminopeptidase,K01255 CARP; leucyl aminopeptidase
Metabolism,Metabolism,Peptidases,H16_B1105,h16_B1105,"putative peptidase, M20A subfamily",K01295 cpg; glutamate carboxypeptidase
Metabolism,Metabolism,Peptidases,H16_B1473,h16_B1473,Metal-dependent amidase/aminoacylase/carboxypeptidase,K01451 hipO; hippurate hydrolase
Metabolism,Metabolism,Peptidases,H16_B0605,h16_B0605,Metal-dependent amidase/aminoacylase/carboxypeptidase,K01451 hipO; hippurate hydrolase
Metabolism,Metabolism,Peptidases,H16_B1753,h16_B1753,Metal-dependent amidase/aminoacylase/carboxypeptidase,K01451 hipO; hippurate hydrolase
Metabolism,Metabolism,Peptidases,H16_A0073,h16_A0073,"putative peptidase, M20D subfamily",K01451 hipO; hippurate hydrolase
Metabolism,Metabolism,Peptidases,H16_A1465,h16_A1465,acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase,K02083 allC; allantoate deiminase
Metabolism,Metabolism,Peptidases,H16_B1491,h16_B1491,Membrane protein related to metalloendopeptidases,K21472 lytH; peptidoglycan LD-endopeptidase LytH
Metabolism,Metabolism,Peptidases,H16_A2056,map,methionyl aminopeptidase 1,K01265 map; methionyl aminopeptidase
Metabolism,Metabolism,Peptidases,H16_B0923,pepP,Aminopeptidase P (Xaa-Pro aminopeptidase),K01262 pepP; Xaa-Pro aminopeptidase
Metabolism,Metabolism,Peptidases,H16_A0506,pepQ,Peptidase D (Xaa-Pro aminopeptidase),K01262 pepP; Xaa-Pro aminopeptidase
Metabolism,Metabolism,Peptidases,H16_A2447,ftsH,FtsH endopeptidase,K03798 ftsH; cell division protease FtsH
Metabolism,Metabolism,Peptidases,H16_A2710,h16_A2710,"Peptidase, M48 family",K06013 STE24; STE24 endopeptidase
Metabolism,Metabolism,Peptidases,H16_A3698,htpX3,Zn-dependent protease with chaperone function,K03799 htpX; heat shock protein HtpX
Metabolism,Metabolism,Peptidases,H16_A3609,htpX2,Zn-dependent protease with chaperone function (HtpX),K03799 htpX; heat shock protein HtpX
Metabolism,Metabolism,Peptidases,H16_A2221,htpX1,Zn-dependent protease with chaperone function,K07387 K07387; putative metalloprotease
Metabolism,Metabolism,Peptidases,H16_A3007,h16_A3007,Zn-dependent protease with chaperone function,K07387 K07387; putative metalloprotease
Metabolism,Metabolism,Peptidases,H16_A0555,h16_A0555,zinc metalloprotease,K01423 bepA; beta-barrel assembly-enhancing protease
Metabolism,Metabolism,Peptidases,H16_A2048,rseP,putative membrane-associated Zn-dependent protease 1,K11749 rseP; regulator of sigma E protease
Metabolism,Metabolism,Peptidases,H16_A2096,dppA1a,D-Aminopeptidase,K16203 dppA1; D-amino peptidase
Metabolism,Metabolism,Peptidases,H16_A2396,h16_A2396,protein of unknown function,K09933 mtfA; MtfA peptidase
Metabolism,Metabolism,Peptidases,H16_A2097,dmpA,D-Aminopeptidase,K01266 dmpA; D-aminopeptidase
Metabolism,Metabolism,Peptidases,H16_A2560,h16_A2560,"Trypsin-like serine protease, typically periplasmic, contains C-terminal PDZ domain",K04771 degP; serine protease Do
Metabolism,Metabolism,Peptidases,H16_B0159,h16_B0159,"Trypsin-like serine protease, contains C-terminal PDZ domain",K04771 degP; serine protease Do
Metabolism,Metabolism,Peptidases,H16_A3401,h16_A3401,"Trypsin-like serine protease, typically periplasmic, contains C-terminal PDZ domain",K04772 degQ; serine protease DegQ
Metabolism,Metabolism,Peptidases,H16_A1129,mprA,"putative peptidase, S08A subfamily",K14645 K14645; serine protease
Metabolism,Metabolism,Peptidases,H16_A1706,h16_A1706,"putative peptidase, S08A subfamily",K17734 aprX; serine protease AprX
Metabolism,Metabolism,Peptidases,H16_A0302,dac,D-Alanyl-D-alanine carboxypeptidase (serine-type),K07258 dacC; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)
Metabolism,Metabolism,Peptidases,H16_A1386,h16_A1386,D-Alanyl-D-alanine carboxypeptidase,K07262 pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7)
Metabolism,Metabolism,Peptidases,H16_A0575,dacB,"D-Alanyl-D-alanine carboxypeptidase, S13 family",K07259 dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)
Metabolism,Metabolism,Peptidases,H16_A1483,clpP,Endopeptidase Clp (type 1),"K01358 clpP; ATP-dependent Clp protease, protease subunit"
Metabolism,Metabolism,Peptidases,H16_A1485,lon,ATP-dependent Lon protease,K01338 lon; ATP-dependent Lon protease
Metabolism,Metabolism,Peptidases,H16_A2281,lexA,SOS-response transcriptional repressor Lex,K01356 lexA; repressor LexA
Metabolism,Metabolism,Peptidases,H16_A2557,lepB,signal peptidase I,K03100 lepB; signal peptidase I
Metabolism,Metabolism,Peptidases,H16_B1053,pap,prolyl aminopeptidase,K01259 pip; proline iminopeptidase
Metabolism,Metabolism,Peptidases,H16_B2515,pip,prolyl aminopeptidase,K01259 pip; proline iminopeptidase
Metabolism,Metabolism,Peptidases,H16_A0331,ctp,"C-terminal processing peptidase-3, periplasmic",K03797 E3.4.21.102; carboxyl-terminal processing protease
Metabolism,Metabolism,Peptidases,H16_A2575,h16_A2575,periplasmic serine protease (ClpP class),K04773 sppA; protease IV
Metabolism,Metabolism,Peptidases,H16_A2300,pepE1,Peptidase E,K05995 pepE; dipeptidase E
Metabolism,Metabolism,Peptidases,H16_B0135,pepE2,Peptidase E,K05995 pepE; dipeptidase E
Metabolism,Metabolism,Peptidases,H16_A1922,mccF,"putative muramoyl-tetrapeptide carboxypeptidase,homologs of microcin C7 resistance protein MccF",K01297 ldcA; muramoyltetrapeptide carboxypeptidase
Metabolism,Metabolism,Peptidases,H16_A0199,clpY,"ATP-dependent protease HslVU, peptidase subunit","K01419 hslV; ATP-dependent HslUV protease, peptidase subunit HslV"
Metabolism,Metabolism,Peptidases,H16_A1376,hslV,"ATP-dependent protease HslVU (ClpYQ), peptidase subunit","K01419 hslV; ATP-dependent HslUV protease, peptidase subunit HslV"
Metabolism,Metabolism,Peptidases,H16_A2102,ansB,L-Asparaginase,K13051 iaaA; beta-aspartyl-peptidase (threonine type)
Metabolism,Metabolism,Peptidases,H16_A1098,h16_A1098,Gamma-glutamyltransferase 1,K00681 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase
Metabolism,Metabolism,Peptidases,H16_A0784,ggt2a,Gamma-glutamyltransferase 2,K00681 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase
Metabolism,Metabolism,Peptidases,H16_A2780,ggt2b,Gamma-glutamyltransferase 2,K00681 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase
Metabolism,Metabolism,Peptidases,H16_B0984,ggt2c,Gamma-glutamyltransferase 2,K00681 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase
Metabolism,Metabolism,Peptidases,H16_B2330,h16_B2330,"putative peptidase, U32 family",K08303 K08303; putative protease
Metabolism,Metabolism,Peptidases,PHG257,probable,NA,K08303 K08303; putative protease
Metabolism,Metabolism,Peptidases,H16_A2705,pmbA,Microcin-processing peptidase 1,K03592 pmbA; PmbA protein
Metabolism,Metabolism,Peptidases,H16_A1124,tldD,Microcin-processing peptidase 2,K03568 tldD; TldD protein
Metabolism,Metabolism,Glycosyltransferases,H16_B2171,h16_B2171,"Glycosyltransferase, probably involved in cell wall biogenesis",K00720 UGCG; ceramide glucosyltransferase
Metabolism,Metabolism,Glycosyltransferases,H16_B0788,h16_B0788,Glycosyltransferase,K00694 bcsA; cellulose synthase (UDP-forming)
Metabolism,Metabolism,Glycosyltransferases,H16_A3160,h16_A3160,monofunctional biosynthetic peptidoglycan transglycosylase,K03814 mtgA; monofunctional glycosyltransferase
Metabolism,Metabolism,Glycosyltransferases,H16_A3674,pbpC,membrane carboxypeptidase (penicillin-binding protein),K05367 pbpC; penicillin-binding protein 1C
Metabolism,Metabolism,Glycosyltransferases,H16_B2148,h16_B2148,membrane carboxypeptidase,K05366 mrcA; penicillin-binding protein 1A
Metabolism,Metabolism,Glycosyltransferases,H16_B2027,h16_B2027,membrane carboxypeptidase (penicillin-binding protein),K05366 mrcA; penicillin-binding protein 1A
Metabolism,Metabolism,Glycosyltransferases,H16_A3441,h16_A3441,periplasmic multimodular transpeptidase/transglycosylase,K05366 mrcA; penicillin-binding protein 1A
Metabolism,Metabolism,Glycosyltransferases,H16_B1965,h16_B1965,periplasmic multimodular transpeptidase/transglycosylase,K05366 mrcA; penicillin-binding protein 1A
Metabolism,Metabolism,Glycosyltransferases,H16_A2042,lpxB,Lipid-A-disaccharide synthase,K00748 lpxB; lipid-A-disaccharide synthase
Metabolism,Metabolism,Glycosyltransferases,H16_A2883,kdtA,3-Deoxy-D-manno-octulosonic-acid transferase,K02527 kdtA; 3-deoxy-D-manno-octulosonic-acid transferase
Metabolism,Metabolism,Glycosyltransferases,H16_A0905,rfaF2,ADP-heptose:LPS heptosyltransferase II,K02841 waaC; heptosyltransferase I
Metabolism,Metabolism,Glycosyltransferases,H16_A2884,rfaF1,ADP-heptose:LPS heptosyltransferase I,K02841 waaC; heptosyltransferase I
Metabolism,Metabolism,Glycosyltransferases,H16_A0559,rfaF3,ADP-heptose:LPS heptosyltransferase III,K02843 waaF; heptosyltransferase II
Metabolism,Metabolism,Glycosyltransferases,H16_A2897,h16_A2897,Glycosyltransferase,"K12995 wbdC; N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase"
Metabolism,Metabolism,Glycosyltransferases,H16_B2199,h16_B2199,Lipopolysaccharide N-acetylglucosaminyl transferase,K21011 pelF; polysaccharide biosynthesis protein PelF
Metabolism,Metabolism,Glycosyltransferases,H16_B1230,mdoH,membrane glycosyltransferase,K03669 mdoH; membrane glycosyltransferase
Metabolism,Metabolism,Glycosyltransferases,H16_A0430,h16_A0430,Trehalose-6-phosphate synthase,K00697 otsA; trehalose 6-phosphate synthase
